title,duration,link,genre,description
Woh Sunday Afternoon,13 min,https://www.hotstar.com/in/movies/woh-sunday-afternoon/1260048997,"Thriller, Hindi, 2020",A father who dedicated his whole life to his family finds out a dark secret hidden from him. Hurt by ...
Aravind 2,2 hr 10 min,https://www.hotstar.com/in/movies/aravind-2/1000056900,"Thriller, Telugu, 2013",A murder mystery inspired by the English film ‘Friday the 13th’. Aravind (Sri) is on the run from ...
Rashq,14 min,https://www.hotstar.com/in/movies/rashq/1610027513,"Thriller, Hindi, 2020","Raghav Mehra, a well-known industrialist is being questioned over the death of his wife, Alia, by a ..."
Jigarbaaz,1 hr 53 min,https://www.hotstar.com/in/movies/jigarbaaz/1000216014,"Thriller, Hindi, 2017",A cop and his two subordinates are on a mission to hunt down a psychotic serial killer. What happens ...
Mumbai Police,2 hr 19 min,https://www.hotstar.com/in/movies/mumbai-police/1000081082,"Thriller, Malayalam, 2013","While investigating a friend�s murder case, ACP Moses loses his memory in an accident. Soon, he is c ..."
Fear of God,15 min,https://www.hotstar.com/in/movies/fear-of-god/1820022939,"Thriller, Hindi, 2020",Fear of God reminds us that good must prevail over evil to disband the evil.gg
Mona Darling,1 hr 43 min,https://www.hotstar.com/in/movies/mona-darling/1000183241,"Thriller, Hindi, 2017","A bunch of amateurs set out to find a serial killer on the college campus, who uses social media as ..."
Sultan: The Saviour,2 hr 33 min,https://www.hotstar.com/in/movies/sultan-the-saviour/1000221064,"Thriller, Bengali, 2018","Newcomers in the big city, Raja and his sister struggle to lead a peaceful life. However, Raja has a ..."
Aaj Ka Yughandhar,1 hr 41 min,https://www.hotstar.com/in/movies/aaj-ka-yughandhar/1260010227,"Thriller, Hindi, 2015","In a short span, Shiva and Shekar emerge as an invincible duo. Unfortunately, their unity is threate ..."
Abhay,2 hr 29 min,https://www.hotstar.com/in/movies/abhay/1000104353,"Thriller, Hindi, 2001","Ill-treated and abused during childhood, two brothers grow up with different ideologies. Years later ..."
Sahir,28 min,https://www.hotstar.com/in/movies/sahir/1610017045,"Thriller, Hindi, 2019","""This suspense thriller revolves around a guy who lives a life of confusion. He lands up in a situat ..."
Avunu,1 hr 51 min,https://www.hotstar.com/in/movies/avunu/1000055943,"Thriller, Telugu, 2012",A newly-wed couple moves to a housing community where they begin to observe strange occurrences. A b ...
Gutthi,27 min,https://www.hotstar.com/in/movies/gutthi/1610005706,"Thriller, Hindi, 2014","A story about a night-long conversation between a writer, and a garbage collector, shocking revelati ..."
The Perspective,11 min,https://www.hotstar.com/in/movies/the-perspective/1610004555,"Thriller, English, 2017","Once in life we all come across people who have two faces, some friends turn foe, and love turns int ..."
3rd Wedding Anniversary,16 min,https://www.hotstar.com/in/movies/3rd-wedding-anniversary/1610005613,"Thriller, Hindi, 2018","Everything seems to be hunky dory in this marriage, until the wife receives an unpleasant surprise o ..."
No Moon Coming Soon,10 min,https://www.hotstar.com/in/movies/no-moon-coming-soon/1610007716,"Thriller, Hindi, 2018",The full moon seems to bring death along with it as far as this hospital is concerned. A scared nurs ...
Paat,14 min,https://www.hotstar.com/in/movies/paat/1610015194,"Thriller, Hindi, 2019","A psychological thriller revolving around a couple who moves to a new house, to get over an unfortun ..."
Tik Tik Tik,1 hr 57 min,https://www.hotstar.com/in/movies/tik-tik-tik/1000238415,"Thriller, Bengali, 2018","When an asteroid is about hit India, the ISRO hires illusionist Vasu and his team. While the mission ..."
Prague,1 hr 42 min,https://www.hotstar.com/in/movies/prague/1770016607,"Thriller, Hindi, 2013","Chandan, an architect, moves to Prague for a project. He falls in love with a gypsy girl and has som ..."
Jaal,1 hr 50 min,https://www.hotstar.com/in/movies/jaal/1000174802,"Thriller, Hindi, 1967","Inspector Shankar investigates the death of Sunder Singh. But when his burnt body is found, the myst ..."
Hatred,11 min,https://www.hotstar.com/in/movies/hatred/1610027577,"Thriller, Hindi, 2020","A teenager develops hatred towards people who mistreat him. He decides to go on a rampage, in order ..."
Sandook,2 hr 12 min,https://www.hotstar.com/in/movies/sandook/1770003136,"Thriller, Marathi, 2015","Wamanrao, a simple man, works at the post office in his village. Chaos enters his life when one of h ..."
Aparichituraalu,1 hr 46 min,https://www.hotstar.com/in/movies/aparichituraalu/1000068428,"Thriller, Telugu, 2006","A medical company employee, Brinda also fights for women's rights. Her life takes a drastic turn whe ..."
Naagmani,2 hr 17 min,https://www.hotstar.com/in/movies/naagmani/1000188857,"Thriller, Hindi, 1991","Trikal, a sorcerer, kidnaps Pratap and his wife to obtain the Naagmani. Years later, Shyam decides t ..."
Chaar Pandrah,20 min,https://www.hotstar.com/in/movies/chaar-pandrah/1610008353,"Thriller, Hindi, 2020",A suspense film about a military guy spending a night at a stranger’s house and the strange thing he ...
Subway,27 min,https://www.hotstar.com/in/movies/subway/1610010203,"Thriller, Hindi, 2018","When a young man enters a regular-looking subway one day, little does he know that it will change hi ..."
Harmless,19 min,https://www.hotstar.com/in/movies/harmless/1610006150,"Thriller, Hindi, 2018","A girl stages her own kidnapping with the help of her friend, he agrees as he is also in need of mon ..."
Sanyog,19 min,https://www.hotstar.com/in/movies/sanyog/1260024254,"Thriller, Hindi, 2017","Unknown to each other, a prostitute, a hostage and a war veteran take a life-changing step away from ..."
Professor Shanku O El Dorado,1 hr 27 min,https://www.hotstar.com/in/movies/professor-shanku-o-el-dorado/1260040090,"Thriller, Bengali, 2019",Hop on the adventure bandwagon as Professor Shanku and supernaturally gifted Nakur Babu search for t ...
She Is Missing!!,25 min,https://www.hotstar.com/in/movies/she-is-missing/1610005611,"Thriller, Hindi, 2017","A small-town girl is happy to reunite with her husband after a gap of few years. However, her happin ..."
Pablo,11 min,https://www.hotstar.com/in/movies/pablo/1610006016,"Thriller, Hindi, 2020","Pablo is a sensitive little boy, who suddenly starts behaving strangely. His worried parents decide ..."
Aame Evaru,2 hr 21 min,https://www.hotstar.com/in/movies/aame-evaru/1000099316,"Thriller, Telugu, 1964","Aame Evaru is a Telugu psychological thriller. Anand, a doctor, drops a mysterious woman at a cemete ..."
Soch,1 hr 49 min,https://www.hotstar.com/in/movies/soch/1000165610,"Thriller, Hindi, 2002","Raj, an actor, is married to Madhulika, who is extremely possessive about him. Her insecurities and ..."
Dharkan,2 hr 19 min,https://www.hotstar.com/in/movies/dharkan/1000109183,"Thriller, Hindi, 1972",A mysterious man plans to assume Deepak's identity and pay a visit to the latter's long-lost and ext ...
Ranjh,11 min,https://www.hotstar.com/in/movies/ranjh/1610015211,"Thriller, Hindi, 2017",Two strangers meet each other during a communal unrest between Hindus and Muslims. Would they be abl ...
2001: Do Hazaar Ek,1 hr 59 min,https://www.hotstar.com/in/movies/2001-do-hazaar-ek/1000101759,"Thriller, Hindi, 1998",Two police inspectors come under suspicion as they begin to investigate a gruesome murder. Where wil ...
Emotional Atyachar,1 hr 27 min,https://www.hotstar.com/in/movies/emotional-atyachar/1000104372,"Thriller, Hindi, 2010","Vikram, a businessman, finds a bag of money on the Mumbai-Goa highway. Greed soon takes over and he ..."
The Unknown,18 min,https://www.hotstar.com/in/movies/the-unknown/1610015285,"Thriller, English, 2016",The story revolves around a psychopath who is on a killing spree.His identity is a mystery. Who will ...
Monster,11 min,https://www.hotstar.com/in/movies/monster/1610005759,"Thriller, Hindi, 2017",This film depics a father and his daughter’s bond over a sinister plan and the only witness is an ou ...
Dora,2 hr 3 min,https://www.hotstar.com/in/movies/dora/1260011724,"Thriller, Bengali, 2017","A woman spends all her savings to buy a vintage car, only to discover that it is haunted by a reveng ..."
Miss 420,2 hr 10 min,https://www.hotstar.com/in/movies/miss-420/1000184507,"Thriller, Hindi, 1998","Arvind, a news reporter, is abducted by a gangster when he finds evidence against him. His sister An ..."
Take Off,2 hr 11 min,https://www.hotstar.com/in/movies/take-off/1770015881,"Thriller, Malayalam, 2017","The film is based on a real-life rescue mission to save the Indian nurses stranded in Tikrit, Iraq, ..."
A Film By Aravind,2 hr 13 min,https://www.hotstar.com/in/movies/a-film-by-aravind/1000056942,"Thriller, Telugu, 2005","Two friends are interested in the same girl, but for different reasons. Aravind (Rajeev Kanakala) an ..."
Aloukik Na Loukik,,https://www.hotstar.com/in/tv/aloukik-na-loukik/1260007971,"Thriller, Star Jalsha","Five friends set out to unmask the villainy of con-men, who exploit the innocent and the vulnerable ..."
Maha Muduru,2 hr 40 min,https://www.hotstar.com/in/movies/maha-muduru/1000099594,"Thriller, Telugu, 2009",Raja (Vijay) and Abhinaya (Sriya Saran) fall in love. Everything is perfect with their lives when su ...
Sarva Sakshi,1 hr 56 min,https://www.hotstar.com/in/movies/sarva-sakshi/1770016129,"Thriller, Marathi, 1978","Ravi, a schoolteacher, educates the superstitious villagers about science during an epidemic. In tur ..."
7th Day,2 hr 8 min,https://www.hotstar.com/in/movies/7th-day/1000081673,"Thriller, Malayalam, 2014","Shan and Vinu meet David Abraham, a suspended cop. When they tell him about their lives, David offer ..."
Game,2 hr 1 min,https://www.hotstar.com/in/movies/game/1000055669,"Thriller, Telugu, 2006",Two very different men are caught in a game where their egos play a leading role. Pandit Raghava ...
Goyenda Junior,1 hr 52 min,https://www.hotstar.com/in/movies/goyenda-junior/1260039485,"Thriller, Bengali, 2019","Obsessed with mystery stories, an eagle-eyed teenager starts assisting a senior police investigator ..."
Scripted,20 min,https://www.hotstar.com/in/movies/scripted/1610005761,"Thriller, English, 2018",Where does fiction end and reality begin? A dispirited author has a one-night stand with a girl he m ...
Midnight Mirror,20 min,https://www.hotstar.com/in/movies/midnight-mirror/1260045972,"Thriller, Bengali, 2020","After a night of partying, daily soap actress Shakuntala hires a cab home. What starts off as a norm ..."
Iyobinte Pusthakam,2 hr 32 min,https://www.hotstar.com/in/movies/iyobinte-pusthakam/1000105376,"Thriller, Malayalam, 2014","Iyob runs illegal plantations in Munnar with his sons. What happens when his younger son, who had jo ..."
Mon Majhi Re,2 hr 18 min,https://www.hotstar.com/in/movies/mon-majhi-re/1000237075,"Thriller, Bengali, 2015",A young animator gets visuals from her past lives. But no one believes that her 'mere imaginations' ...
See You On the Other Side,9 min,https://www.hotstar.com/in/movies/see-you-on-the-other-side/1837046715,"Thriller, English, 2021","Three bosom friends, separated by time and space, now living in different ends of the world, receive ..."
Nine,2 hr 21 min,https://www.hotstar.com/in/movies/nine/1000235579,"Thriller, Malayalam, 2019","An astrophysicist leaves for the Himalayas with his son to research an incoming comet. However, that ..."
Byomkesh Pawrbo,1 hr 55 min,https://www.hotstar.com/in/movies/byomkesh-pawrbo/1770004339,"Thriller, Bengali, 2016","Hired to find the arms left by American soldiers after World War II, Byomkesh stumbles upon a big co ..."
Doitto: The Demon,27 min,https://www.hotstar.com/in/movies/doitto-the-demon/1260045970,"Thriller, Bengali, 2019","A serial killer on the loose, a detective on his trail. Who will win this game of cat and mouse?"
Street Lights,2 hr 1 min,https://www.hotstar.com/in/movies/street-lights/1000217463,"Thriller, Malayalam, 2018","A group of friends commit a burglary, leading the crime branch officer on a quest to catch them. Her ..."
Nowhere To Hide,25 min,https://www.hotstar.com/in/movies/nowhere-to-hide/1610005627,"Thriller, English, 2017",A mysterious event unfolds in the lives of Susan and John Wallace.
Aager Thikana,18 min,https://www.hotstar.com/in/movies/aager-thikana/1610032498,"Thriller, Bengali, 2019",Arijit comes back to his ancestral place after a long time and tries to mend things with his elder b ...
Royal Bengal Rahashya,1 hr 42 min,https://www.hotstar.com/in/movies/royal-bengal-rahashya/1770002746,"Thriller, Bengali, 2011","Feluda and his friends are invited to the ancestral home of noted hunter Mahitosh. Soon, Mahitosh's ..."
Puthan Panam,2 hr 14 min,https://www.hotstar.com/in/movies/puthan-panam/1000118529,"Thriller, Malayalam, 2017","Puthan Panam (2017) is a Malayalam thriller, starring Mammootty, Siddique, Renji Panikker, and Iniya ..."
B-Minor,14 min,https://www.hotstar.com/in/movies/bminor/1610005665,"Thriller, English, 2016","An unexpected truth is waiting for a blind guitarist, who comes to the city in search of his fortune ..."
Bornoporichoy,1 hr 38 min,https://www.hotstar.com/in/movies/bornoporichoy/1260014929,"Thriller, Bengali, 2019","A police detective loses everything in search of a serial killer. Just when the trail goes cold, the ..."
Ratsasan,2 hr 23 min,https://www.hotstar.com/in/movies/ratsasan/1000237699,"Thriller, Malayalam, 2018",An aspiring film director becomes a cop after his father's death. Now he has to catch a psychopath w ...
Yeti Obhijaan,1 hr 59 min,https://www.hotstar.com/in/movies/yeti-obhijaan/1000205397,"Thriller, Bengali, 2017","Based on Sunil Gangopadhyay's book Pahar Churaye Atonko, Kakababu and Santu set out to Gorokhshep pl ..."
Amazon Obhijaan,2 hr 12 min,https://www.hotstar.com/in/movies/amazon-obhijaan/1000211607,"Thriller, Bengali, 2017",In this sequel to Chander Pahar; explorer Shankar Choudhuary embarks upon a dangerous expedition thr ...
Homeland,,https://www.hotstar.com/in/tv/homeland/8534,"Thriller, Star World",A troubled CIA operative tries to balance her unsteady private life with her risky high-level job.
Bhaagamathie,2 hr 11 min,https://www.hotstar.com/in/movies/bhaagamathie/1000207956,"Thriller, Malayalam, 2018","Chanchala, an honest IAS officer imprisoned in a haunted house, gets possessed by the spirit of an a ..."
Kavacha,2 hr 31 min,https://www.hotstar.com/in/movies/kavacha/1100021754,"Thriller, Kannada, 2019","A retired judge raises his little girl in a boarding school. One day, when he is found dead, a man w ..."
Baishe Srabon,2 hr 11 min,https://www.hotstar.com/in/movies/baishe-srabon/1770002684,"Thriller, Bengali, 2011",Kolkata is in the grip of terror as a serial killer is on the prowl. The police seek help from an ex ...
Drishyam,2 hr 38 min,https://www.hotstar.com/in/movies/drishyam/1000051783,"Thriller, Malayalam, 2013",A father love knows no bounds! A simple cable operator hatches an elaborate plan to protect his fami ...
