,id,title,option1,option2,option3,sku,requires_shipping,taxable,featured_image,available,price,grams,compare_at_price,position,product_id,created_at,updated_at,handle,product_type,img
65,32103691911230,The Hollis Onyx,8,EE,,HBB508008E,True,True,,True,269.00,2041,350.00,6,4589124976702,2020-06-10T14:14:15-05:00,2021-02-24T12:38:51-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
66,32103691943998,The Hollis Onyx,8.5,D,,HBB508085,True,True,,True,269.00,2041,350.00,7,4589124976702,2020-06-10T14:14:15-05:00,2021-04-02T16:11:30-05:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
67,32103691976766,The Hollis Onyx,8.5,EE,,HBB508085E,True,True,,True,269.00,2041,350.00,8,4589124976702,2020-06-10T14:14:15-05:00,2021-02-24T12:38:51-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
68,32103692009534,The Hollis Onyx,9,D,,HBB508009,True,True,,True,269.00,2041,350.00,9,4589124976702,2020-06-10T14:14:15-05:00,2021-02-28T16:24:55-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
69,32103692042302,The Hollis Onyx,9,EE,,HBB508009E,True,True,,True,269.00,2041,350.00,10,4589124976702,2020-06-10T14:14:15-05:00,2021-02-24T12:38:51-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
70,32103692075070,The Hollis Onyx,9.5,D,,HBB508095,True,True,,True,269.00,2041,350.00,11,4589124976702,2020-06-10T14:14:15-05:00,2021-04-03T06:14:10-05:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
71,32103692107838,The Hollis Onyx,9.5,EE,,HBB508095E,True,True,,True,269.00,2041,350.00,12,4589124976702,2020-06-10T14:14:15-05:00,2021-02-24T12:38:51-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
72,32103692140606,The Hollis Onyx,10,D,,HBB508010,True,True,,True,269.00,2041,350.00,13,4589124976702,2020-06-10T14:14:16-05:00,2021-04-03T08:15:50-05:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
73,32103692173374,The Hollis Onyx,10,EE,,HBB508010E,True,True,,True,269.00,2041,350.00,14,4589124976702,2020-06-10T14:14:16-05:00,2021-02-24T12:38:51-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
74,32103692206142,The Hollis Onyx,10.5,D,,HBB508105,True,True,,True,269.00,2041,350.00,15,4589124976702,2020-06-10T14:14:16-05:00,2021-02-24T12:38:51-06:00,hollis-onyx,Boots,https://cdn.shopify.com/s/files/1/0048/2912/products/helm-boots-hollis-onyx-16525176963134.jpg?v=1604082834
